,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
South Carolina,52.84084720121029,49.009073925807314,43.22075584883024,46.22171581769437,44.20663195395999,40.19786558984713,43.63280521901211,49.94449830344159,52.58219470538002,39.84378486944878,47.62803738317757,39.13392857142857,39.72432271509378,46.5930825409949,41.062688713156,42.78123149792777,42.97615239203141,46.749033600951535,53.08222490931076,54.889463849360354,54.240832507433105,51.28787031861375,51.151153433476395,43.68108808290155,45.53797056141722,48.097481279782166,47.89963379899634,48.762415349887135,46.436026352288486,38.15300203793698,43.56472392638037,44.528028028028025,38.974830954169796,34.84257285003554,37.252106867491484,36.75364120781528,38.80365605958023,36.81129476584022,37.104620286776424
South Dakota,,,,,,28.743515850144092,24.31234256926952,26.345403899721447,33.967619047619046,29.598319327731094,30.73449920508744,29.345781466113415,29.883551673944687,24.22680412371134,31.488054607508534,29.811544991511035,30.49829931972789,32.0848896434635,25.395620437956204,35.08662420382166,32.96153846153846,32.59156976744186,27.24329268292683,34.832460732984295,34.827505827505824,39.56952965235174,38.62153419593346,35.95702962035878,35.33320327740929,35.146534653465345,37.26078366809352,36.26946107784431,42.028618421052634,40.30705531632991,35.82876033057851,35.93711248892826,33.03680800942285,34.16912197996464,
Tennessee,69.76154791154791,66.88383900928793,57.20947109471095,57.30029769288018,61.66212534059945,59.1792732166891,60.425724886629105,59.02148045124401,60.30568779754447,49.42502937720329,52.61680235187698,46.591726420297846,45.24213047445255,49.601199230682205,48.68602173449819,47.22743525842453,49.96049555867228,52.42672007540057,53.69671460306325,60.14496427748329,56.21442125237191,50.998105063690915,49.35558265883136,50.546105419084064,47.49701055845312,50.49083105735466,50.3484995159729,57.113803038239915,48.433058375634516,36.940586537000456,45.88248129675811,44.58896492728828,44.54907040536422,39.90902322811197,40.24598046581518,38.772261623325456,40.998315931289994,37.74031443009545,34.780538302277435
Texas,62.45686059275521,60.68699804645105,60.244128787878786,62.7123237502289,63.13654024051804,61.775633293124244,57.95268443414446,60.61283467913302,59.468190346239126,54.24279319606088,51.722091310751104,48.61231776257066,49.15486857825567,46.388115551564134,48.99284880326912,55.04591406908172,46.787870656111636,48.84176117411608,48.62649612766956,52.45469580626108,51.93248342682305,49.01149105736262,48.97010086455332,50.29535864978903,46.598210369330644,51.36414716748769,49.78669363902,45.29504420833643,44.32500362161379,42.83951300498063,42.402933918289,47.97390017489573,44.98852058144274,42.61591999459423,41.02031324806785,41.183073061907415,38.67560559535995,37.67626607593379,35.39613526570049
Utah,49.535015060240966,66.50634696755995,77.18812463256907,66.39381797366914,67.80709677419355,70.20551724137931,68.55890410958904,67.73836065573771,63.689926547743966,61.03,55.93273542600897,53.60460358056266,56.58610117526827,51.56284403669725,50.449159663865544,40.95915336056443,44.13092475969506,39.88478941872607,51.22088006902502,50.752470992694455,47.185993111366244,48.15309332401258,51.39650445510624,47.940283051432516,50.28457361865219,50.47523838818825,51.27700242718446,54.3674364220988,52.05957446808511,50.7689110556941,51.19234617308654,50.06705351386202,50.626456071076014,53.910646005232444,45.65579347608565,45.74225941422594,47.048319789150014,51.442567567567565,41.0353920888272
Vermont,33.92307692307692,31.990654205607477,37.598169717138106,35.90987124463519,36.65151515151515,35.34701492537314,33.50730282375852,36.72163120567376,40.331546023235035,38.767395626242546,37.20668693009119,39.287776708373435,35.39907407407407,37.4102096627165,41.63618090452261,33.7057761732852,33.29326047358834,34.68547641073081,34.983669548511045,39.57493188010899,34.95590994371482,40.00673724735322,39.96416083916084,37.72527472527472,35.03147699757869,37.03923138510809,32.58699059561128,34.66898954703833,38.92056487202118,37.917355371900825,37.970749542961606,41.22627737226277,36.39471511147812,36.74607113316791,34.619322873658135,35.166528583264295,34.159203980099505,35.576182136602455,
Virgin Islands,,,,61.28169014084507,59.92528735632184,48.4080459770115,53.41782729805014,47.329577464788734,40.33516483516483,52.81274900398407,34.228882833787466,43.46049661399549,47.4647577092511,41.82197802197802,46.66289592760181,21.061624649859944,21.013574660633484,22.546,34.72697899838449,27.545572916666668,30.72938144329897,23.785615491009683,29.613698630136987,29.11989100817439,23.485549132947977,18.11046511627907,22.179841897233203,22.122844827586206,28.362903225806452,25.43412162162162,20.238095238095237,20.908523908523907,12.498969072164948,20.588541666666668,31.21019108280255,33.054421768707485,24.333333333333332,24.6056338028169,
Virginia,52.91521367521368,47.92682537146509,45.406056860321385,49.5854115611936,43.42256820060623,45.81957773512476,45.79517080532309,52.90835501590055,52.32745314222712,47.101290412099345,46.45482506728182,48.80087866649438,42.86706746826987,49.90078560567663,45.15163267859377,44.265106711236825,42.194662885136005,45.51169704019646,48.64270208147108,50.51880051540354,45.34242388621136,48.010777344645724,49.97396490423213,44.56173644881983,42.639074427480914,45.258605904691905,44.086988483214895,46.735353776398995,41.69592728946157,35.81407611187529,42.54405594405594,39.18837991174617,38.252026605695285,34.72372238339656,34.67985099156349,35.36902025177887,34.28744518809139,33.553525641025644,22.787472035794185
Washington,58.431726168568275,57.93811881188119,54.79740168539326,53.08295081967213,49.69051282051282,50.799033324853724,51.011518570756934,52.571122536418166,50.12373096446701,47.2549705046974,48.212857142857146,47.441372955540196,42.95523685354194,37.88861232109521,37.04203187250996,35.51919232307077,34.74541148608644,33.798977505112475,32.36016779864163,33.47050418452746,35.85488447507094,35.53740428038484,37.40682137834037,37.24580115238445,35.23623524219354,33.50606348202046,34.68886774500476,32.42754799885376,32.32328582434515,32.00694779504005,27.436015831134565,29.080428954423592,30.62313827231671,32.234779148428174,29.28281610926986,32.02363146874065,27.0719794344473,34.04271186440678,29.412422360248446
West Virginia,65.96866096866097,46.707241910631744,76.31954887218045,81.79417738659444,79.70520402128918,73.61863922241281,77.9669678147939,81.0654283337954,83.4591439688716,73.71132867132867,76.04734073641146,74.17451367352693,65.53193773483629,71.24374176548089,68.67760567077973,57.30627114233672,54.785510996119015,57.45416882444329,63.04442670923118,66.08682782437099,60.717117537313435,60.38421645997745,59.034467222347374,55.64058624577227,52.72035238310368,56.50558659217877,53.373668925459825,57.05660835762877,48.432412790697676,44.770050884419675,43.6884765625,39.69175709997691,40.914746543778804,35.529685681024446,35.69418742586002,35.27668172094129,33.584973595775324,32.420361247947454,26.82191780821918
Wisconsin,53.86855097506788,56.51931865392605,55.99680464778504,57.42402568968034,56.908363116511794,53.9823997765051,49.94078196347032,50.26208829712684,58.38489663900999,47.84705257567711,44.000276319425254,45.51213133807933,37.653598431811815,34.256593110871904,38.27449864884085,42.20042826552463,39.81309216192937,40.414293849658314,43.816060770482906,47.30770255863539,43.07730742539903,46.622371967654985,46.86204611714816,46.332961983010726,40.21035466775377,48.038368661121545,41.85194495898386,46.076415826221876,41.63169111194685,39.49053747161241,41.950427129174216,41.91744122471296,45.36459982945548,40.04152249134948,39.796079909536374,38.420195838433294,36.87174048658765,36.8630624426079,33.30701754385965
Wyoming,,,,,20.6,34.74744027303754,26.841437632135307,38.17893217893218,35.65450643776824,28.144329896907216,27.509054325955734,30.149425287356323,28.980965329707683,26.472556894243642,31.44310776942356,33.23956043956044,24.351697273233167,23.485945945945947,24.301162203132897,28.856412876852325,27.78886925795053,31.229587712206953,32.34473584188522,29.76301992310381,27.405396618985694,30.58853341780171,34.51103512589369,36.538403424830015,35.80914725368668,33.24104166666667,34.7623335209154,37.40356764394207,41.100682593856654,41.96116335771508,40.17622116689281,40.55043374723592,40.52829235432806,42.99237047551455,30.01453104359313
